demande_id,region,prefecture,commune,quartier,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur
D405,plateaux,ogou,atakpame,Adidogomé,Acte de naissance,Civil,186,3,0.04,2023-05-26,Detérioré,Rejetée,En ligne,22,F
D406,kara,binah,pagouda,Nyékonakpoé,Passeport,Voyage,160,33,0.02,2023-06-21,Perte,Rejetée,Guichet,68,F
D407,savanes,oti,mango,Kwé,Livre de famille,Civil,173,45,0.13,2023-08-18,Perte,Rejetée,Guichet,39,F
D408,plateaux,ogou,atakpame,Bè,Passeport,Voyage,171,43,0.13,2023-09-12,Expiration,Rejetée,En ligne,43,F
D409,centrale,tchaoudjo,sokode,Adidogomé,Livre de famille,Civil,137,8,0.09,2023-02-25,Perte,En cours,En ligne,38,F
D410,plateaux,haho,notse,Hedzranawoé,Passeport,Voyage,65,16,0.08,2023-06-22,Voyage,En cours,Guichet,85,M
D411,plateaux,ogou,atakpame,Adidogomé,Certificat de nationalité,Identité,23,29,0.04,2023-01-13,Concours,Rejetée,Guichet,21,F
D412,centrale,sotouboua,sotouboua,Hôpital,Carte d'identité,Identité,152,16,0.05,2023-01-14,Expiration,En cours,Guichet,38,M
D413,plateaux,haho,notse,Nyékonakpoé,Carte d'identité,Identité,124,19,0.14,2023-04-21,Vol,Traitee,Guichet,31,F
D414,maritime,zio,tsevie,Amoutivé,Livre de famille,Civil,131,12,0.01,2023-02-19,Perte,Rejetée,Guichet,87,F
D415,maritime,vo,vogan,Amoutivé,Certificat de nationalité,Identité,174,36,0.02,2023-06-25,Concours,En cours,Guichet,76,F
D416,savanes,oti,mango,Tokoin,Passeport,Voyage,18,7,0.13,2023-01-18,Perte,Traitee,En ligne,72,M
D417,kara,binah,pagouda,Agoè,Certificat de nationalité,Identité,75,45,0.05,2023-11-03,Perte,En cours,En ligne,56,F
D418,centrale,tchaoudjo,sokode,Golfe,Livre de famille,Civil,74,7,0.14,2023-12-05,Perte,Rejetée,Guichet,75,F
D419,plateaux,ogou,atakpame,Adidogomé,Carte d'identité,Identité,52,5,0.05,2023-08-18,Détérioration,Traitee,Guichet,39,M
D420,plateaux,haho,notse,Nyékonakpoé,Carte d'identité,Identité,179,23,0.03,2023-09-15,Perte,En cours,Guichet,67,M
D421,maritime,vo,vogan,Adidogomé,Acte de naissance,Civil,35,8,0.02,2023-11-22,Reconstitution,Traitee,En ligne,35,F
D422,plateaux,ogou,atakpame,Kodjoviakopé,Livre de famille,Civil,145,44,0.14,2023-05-21,Perte,En cours,Guichet,87,F
D423,plateaux,ogou,atakpame,Golfe,Livre de famille,Civil,32,7,0.01,2023-01-30,Nouveau mariage,Traitee,Guichet,73,M
D424,plateaux,ogou,atakpame,Hôpital,Certificat de nationalité,Identité,176,26,0.06,2023-11-27,Concours,En cours,En ligne,46,F
D425,plateaux,ogou,atakpame,Amoutivé,Carte d'identité,Identité,199,38,0.03,2023-04-30,Première demande,Rejetée,En ligne,58,M
D426,savanes,tone,dapaong,Nyékonakpoé,Casier judiciaire,Judiciaire,187,26,0.11,2023-11-21,Voyage,En cours,En ligne,90,F
D427,centrale,sotouboua,sotouboua,Agoè,Passeport,Voyage,197,7,0.05,2023-01-02,Expiration,Rejetée,Guichet,64,F
D428,savanes,oti,mango,Golfe,Certificat de nationalité,Identité,128,14,0.01,2023-03-28,Concours,Traitee,Guichet,70,M
D429,savanes,tone,dapaong,Amoutivé,Casier judiciaire,Judiciaire,110,26,0.01,2023-02-20,Concours,Traitee,En ligne,32,M
D430,plateaux,haho,notse,Hôpital,Certificat de nationalité,Identité,77,44,0.09,2023-06-14,Perte,Traitee,Guichet,42,M
D431,kara,binah,pagouda,Adidogomé,Acte de naissance,Civil,62,36,0.08,2023-04-04,Reconstitution,Traitee,En ligne,26,F
D432,maritime,golfe,be,Hedzranawoé,Casier judiciaire,Judiciaire,89,43,0.13,2023-08-28,Voyage,Traitee,Guichet,24,F
D433,plateaux,haho,notse,Amoutivé,Passeport,Voyage,13,39,0.04,2023-02-21,Expiration,En cours,Guichet,30,M
D434,maritime,golfe,be,Nyékonakpoé,Carte d'identité,Identité,116,9,0.06,2023-04-25,Perte,Rejetée,En ligne,31,F
D435,savanes,oti,mango,Golfe,Acte de naissance,Civil,136,30,0.13,2023-07-11,Erreur,Traitee,En ligne,70,M
D436,maritime,lacs,aneho,Golfe,Passeport,Voyage,151,45,0.1,2023-03-07,Perte,En cours,Guichet,69,M
D437,kara,binah,pagouda,Kodjoviakopé,Certificat de nationalité,Identité,191,1,0.15,2023-08-24,Perte,Rejetée,En ligne,78,F
D438,centrale,tchaoudjo,sokode,Kwé,Acte de naissance,Civil,18,4,0.11,2023-09-04,Detérioré,Traitee,Guichet,67,M
D439,centrale,sotouboua,sotouboua,Hôpital,Passeport,Voyage,173,31,0.11,2023-01-27,Expiration,Traitee,En ligne,78,F
D440,kara,binah,pagouda,Nyékonakpoé,Livre de famille,Civil,88,37,0.1,2023-11-08,Détérioration,En cours,En ligne,33,M
D441,maritime,lacs,aneho,Hôpital,Livre de famille,Civil,80,14,0.03,2023-10-30,Détérioration,En cours,Guichet,41,M
D442,centrale,sotouboua,sotouboua,Amoutivé,Passeport,Voyage,121,40,0.09,2023-03-27,Perte,Rejetée,En ligne,80,F
D443,centrale,tchaoudjo,sokode,Tokoin,Carte d'identité,Identité,92,6,0.04,2023-07-24,Vol,Traitee,En ligne,62,M
D444,plateaux,kloto,kpalime,Hedzranawoé,Certificat de nationalité,Identité,119,14,0.12,2023-01-09,Perte,Traitee,Guichet,70,F
D445,savanes,tone,dapaong,Agoè,Certificat de nationalité,Identité,106,9,0.05,2023-06-11,Concours,Rejetée,En ligne,23,M
D446,plateaux,kloto,kpalime,Adidogomé,Certificat de nationalité,Identité,141,34,0.13,2023-10-17,Première demande,Rejetée,En ligne,72,M
D447,savanes,oti,mango,Kwé,Passeport,Voyage,114,31,0.05,2023-07-19,Perte,En cours,En ligne,62,F
D448,plateaux,haho,notse,Tokoin,Certificat de nationalité,Identité,21,38,0.01,2023-11-16,Perte,Traitee,Guichet,30,F
D449,maritime,golfe,be,Nyékonakpoé,Carte d'identité,Identité,160,25,0.03,2023-11-08,Perte,Traitee,En ligne,60,M
D450,plateaux,kloto,kpalime,Hedzranawoé,Casier judiciaire,Judiciaire,166,24,0.07,2023-01-22,Voyage,Traitee,En ligne,22,F
D451,kara,kozah,kara,Amoutivé,Acte de naissance,Civil,152,38,0.03,2023-08-07,Detérioré,Traitee,Guichet,52,M
D452,kara,binah,pagouda,Nyékonakpoé,Carte d'identité,Identité,107,15,0.09,2023-06-22,Première demande,Traitee,En ligne,70,M
D453,savanes,oti,mango,Adidogomé,Passeport,Voyage,182,3,0.1,2023-03-18,Page pleine,Traitee,En ligne,21,M
D454,kara,binah,pagouda,Golfe,Casier judiciaire,Judiciaire,169,5,0.01,2023-11-29,Emploi,Rejetée,En ligne,39,F
D455,maritime,golfe,adidogome,Golfe,Certificat de nationalité,Identité,163,22,0.13,2023-10-01,Concours,En cours,Guichet,52,F
D456,plateaux,kloto,kpalime,Kodjoviakopé,Acte de naissance,Civil,189,4,0.14,2023-09-18,Erreur,En cours,En ligne,72,F
D457,centrale,tchaoudjo,sokode,Golfe,Certificat de nationalité,Identité,121,25,0.13,2023-07-14,Première demande,Traitee,En ligne,55,M
D458,maritime,vo,vogan,Amoutivé,Certificat de nationalité,Identité,110,38,0.1,2023-07-07,Concours,Traitee,En ligne,49,F
D459,plateaux,haho,notse,Adidogomé,Casier judiciaire,Judiciaire,49,43,0.04,2023-09-19,Concours,En cours,Guichet,25,F
D460,centrale,sotouboua,sotouboua,Kwé,Acte de naissance,Civil,45,12,0.08,2023-06-18,Reconstitution,Traitee,Guichet,68,F
D461,plateaux,kloto,kpalime,Kodjoviakopé,Livre de famille,Civil,71,39,0.05,2023-04-19,Perte,En cours,En ligne,62,F
D462,savanes,oti,mango,Adidogomé,Acte de naissance,Civil,40,19,0.12,2023-06-27,Perte,Traitee,Guichet,71,F
D463,centrale,sotouboua,sotouboua,Nyékonakpoé,Carte d'identité,Identité,80,27,0.08,2023-01-10,Détérioration,En cours,En ligne,69,F
D464,savanes,oti,mango,Agoè,Certificat de nationalité,Identité,81,34,0.13,2023-03-04,Perte,Traitee,Guichet,22,M
D465,centrale,tchaoudjo,sokode,Amoutivé,Certificat de nationalité,Identité,96,10,0.11,2023-02-26,Première demande,Traitee,Guichet,90,F
D466,savanes,tone,dapaong,Amoutivé,Certificat de nationalité,Identité,39,28,0.12,2023-12-08,Concours,Rejetée,En ligne,85,M
D467,savanes,oti,mango,Bè,Casier judiciaire,Judiciaire,66,19,0.09,2023-12-11,Voyage,En cours,Guichet,84,M
D468,savanes,tone,dapaong,Amoutivé,Casier judiciaire,Judiciaire,31,33,0.02,2023-04-21,Emploi,Traitee,Guichet,68,M
D469,savanes,tone,dapaong,Adidogomé,Certificat de nationalité,Identité,112,23,0.01,2023-01-15,Concours,Rejetée,Guichet,66,F
D470,plateaux,kloto,kpalime,Hôpital,Carte d'identité,Identité,140,19,0.13,2023-12-20,Perte,Rejetée,En ligne,82,F
D471,kara,binah,pagouda,Adidogomé,Livre de famille,Civil,186,12,0.05,2023-01-08,Nouveau mariage,Rejetée,En ligne,36,F
D472,centrale,sotouboua,sotouboua,Amoutivé,Acte de naissance,Civil,115,39,0.07,2023-05-11,Perte,Rejetée,Guichet,83,F
D473,savanes,tone,dapaong,Golfe,Livre de famille,Civil,51,29,0.11,2023-08-08,Perte,Traitee,En ligne,52,M
D474,savanes,tone,dapaong,Kodjoviakopé,Acte de naissance,Civil,50,3,0.07,2023-11-01,Erreur,En cours,Guichet,41,F
D475,savanes,tone,dapaong,Amoutivé,Passeport,Voyage,198,18,0.1,2023-12-06,Perte,En cours,En ligne,40,M
D476,centrale,sotouboua,sotouboua,Amoutivé,Acte de naissance,Civil,67,9,0.04,2023-04-14,Reconstitution,Traitee,Guichet,67,F
D477,plateaux,haho,notse,Nyékonakpoé,Casier judiciaire,Judiciaire,179,17,0.1,2023-02-02,Voyage,Traitee,En ligne,71,F
D478,centrale,sotouboua,sotouboua,Hedzranawoé,Certificat de nationalité,Identité,160,20,0.11,2023-05-28,Première demande,En cours,Guichet,24,F
D479,savanes,oti,mango,Bè,Passeport,Voyage,73,14,0.03,2023-06-07,Voyage,Traitee,En ligne,20,M
D480,savanes,tone,dapaong,Bè,Livre de famille,Civil,90,44,0.05,2023-01-12,Détérioration,Rejetée,En ligne,79,M
D481,kara,binah,pagouda,Adidogomé,Livre de famille,Civil,116,16,0.11,2023-04-18,Perte,En cours,En ligne,81,F
D482,maritime,zio,tsevie,Kodjoviakopé,Carte d'identité,Identité,19,15,0.0,2023-06-09,Première demande,Traitee,En ligne,18,F
D483,maritime,vo,vogan,Agoè,Carte d'identité,Identité,189,20,0.06,2023-10-03,Première demande,Rejetée,En ligne,90,F
D484,maritime,vo,vogan,Agoè,Livre de famille,Civil,24,8,0.12,2023-05-27,Nouveau mariage,Rejetée,En ligne,18,M
D485,savanes,tone,dapaong,Adidogomé,Livre de famille,Civil,23,21,0.11,2023-05-09,Perte,Traitee,Guichet,68,F
D486,savanes,oti,mango,Amoutivé,Acte de naissance,Civil,174,31,0.08,2023-05-14,Erreur,En cours,Guichet,36,M
D487,centrale,tchaoudjo,sokode,Bè,Casier judiciaire,Judiciaire,118,5,0.02,2023-07-28,Concours,Rejetée,Guichet,90,M
D488,maritime,lacs,aneho,Hôpital,Livre de famille,Civil,116,19,0.13,2023-10-20,Perte,En cours,En ligne,70,F
D489,maritime,vo,vogan,Agoè,Livre de famille,Civil,115,28,0.03,2023-07-30,Perte,Rejetée,En ligne,72,M
D490,centrale,tchaoudjo,sokode,Amoutivé,Passeport,Voyage,161,26,0.0,2023-08-06,Voyage,Rejetée,En ligne,26,F
D491,kara,kozah,kara,Golfe,Passeport,Voyage,172,25,0.0,2023-05-26,Expiration,Traitee,En ligne,77,F
D492,centrale,sotouboua,sotouboua,Kwé,Livre de famille,Civil,152,16,0.13,2023-09-09,Nouveau mariage,En cours,Guichet,49,M
D493,kara,kozah,kara,Kwé,Acte de naissance,Civil,95,37,0.07,2023-12-07,Detérioré,En cours,En ligne,40,F
D494,plateaux,haho,notse,Hôpital,Certificat de nationalité,Identité,16,33,0.04,2023-07-20,Perte,Rejetée,En ligne,71,M
D495,savanes,oti,mango,Agoè,Acte de naissance,Civil,120,30,0.09,2023-02-13,Erreur,Rejetée,Guichet,90,M
D496,kara,kozah,kara,Amoutivé,Carte d'identité,Identité,110,21,0.09,2023-10-11,Expiration,Traitee,En ligne,38,F
D497,savanes,tone,dapaong,Nyékonakpoé,Livre de famille,Civil,65,35,0.05,2023-01-05,Nouveau mariage,En cours,En ligne,30,M
D498,kara,binah,pagouda,Tokoin,Acte de naissance,Civil,101,39,0.01,2023-07-19,Erreur,En cours,En ligne,70,F
D499,plateaux,ogou,atakpame,Golfe,Casier judiciaire,Judiciaire,26,13,0.09,2023-05-18,Voyage,Rejetée,En ligne,33,M
D500,maritime,golfe,tokoin,Kodjoviakopé,Certificat de nationalité,Identité,77,32,0.14,2023-04-16,Première demande,Traitee,Guichet,23,F
D501,kara,kozah,kara,Hôpital,Carte d'identité,Identité,160,3,0.15,2023-08-13,Première demande,Rejetée,En ligne,56,F
D502,savanes,tone,dapaong,Hedzranawoé,Casier judiciaire,Judiciaire,158,20,0.13,2023-03-10,Emploi,En cours,En ligne,85,M
D503,centrale,tchaoudjo,sokode,Bè,Certificat de nationalité,Identité,30,34,0.04,2023-02-13,Première demande,Traitee,En ligne,72,F
D504,plateaux,haho,notse,Bè,Carte d'identité,Identité,76,34,0.01,2023-09-27,Expiration,Traitee,En ligne,25,F
D505,centrale,sotouboua,sotouboua,Adidogomé,Casier judiciaire,Judiciaire,144,21,0.08,2023-04-07,Concours,Rejetée,Guichet,54,M
D506,kara,kozah,kara,Hôpital,Casier judiciaire,Judiciaire,16,8,0.14,2023-04-04,Voyage,Rejetée,Guichet,86,M
D507,maritime,zio,tsevie,Hedzranawoé,Acte de naissance,Civil,113,39,0.02,2023-03-10,Reconstitution,En cours,En ligne,39,F
D508,savanes,tone,dapaong,Hedzranawoé,Carte d'identité,Identité,173,21,0.04,2023-09-02,Perte,Traitee,Guichet,24,M
D509,centrale,tchaoudjo,sokode,Bè,Acte de naissance,Civil,42,7,0.07,2023-04-06,Perte,Rejetée,En ligne,57,F
D510,kara,binah,pagouda,Golfe,Certificat de nationalité,Identité,73,11,0.05,2023-09-28,Perte,Traitee,En ligne,22,F
D511,centrale,sotouboua,sotouboua,Kodjoviakopé,Acte de naissance,Civil,116,36,0.13,2023-11-29,Reconstitution,Traitee,En ligne,58,M
D512,plateaux,haho,notse,Adidogomé,Livre de famille,Civil,193,14,0.02,2023-06-03,Détérioration,Rejetée,En ligne,70,F
D513,maritime,lacs,aneho,Tokoin,Livre de famille,Civil,165,2,0.13,2023-07-10,Détérioration,Rejetée,Guichet,52,M
D514,centrale,sotouboua,sotouboua,Amoutivé,Passeport,Voyage,164,28,0.1,2023-10-18,Voyage,En cours,En ligne,62,F
D515,kara,kozah,kara,Bè,Carte d'identité,Identité,24,40,0.03,2023-12-22,Perte,Traitee,En ligne,46,F
D516,maritime,zio,tsevie,Adidogomé,Passeport,Voyage,146,25,0.09,2023-10-06,Perte,Traitee,En ligne,34,F
D517,maritime,golfe,tokoin,Kwé,Acte de naissance,Civil,15,9,0.04,2023-12-05,Erreur,Rejetée,En ligne,45,M
D518,kara,binah,pagouda,Kwé,Livre de famille,Civil,123,27,0.07,2023-06-01,Détérioration,Rejetée,Guichet,85,M
D519,kara,kozah,kara,Hedzranawoé,Passeport,Voyage,101,22,0.1,2023-05-10,Page pleine,En cours,En ligne,18,F
D520,kara,binah,pagouda,Kwé,Livre de famille,Civil,101,43,0.03,2023-03-22,Nouveau mariage,En cours,Guichet,84,M
D521,kara,kozah,kara,Kodjoviakopé,Casier judiciaire,Judiciaire,174,39,0.09,2023-04-16,Concours,Traitee,En ligne,21,F
D522,plateaux,ogou,atakpame,Kodjoviakopé,Casier judiciaire,Judiciaire,76,18,0.03,2023-12-09,Concours,Traitee,Guichet,72,M
D523,maritime,golfe,lome,Bè,Certificat de nationalité,Identité,58,24,0.07,2023-04-11,Première demande,Rejetée,En ligne,68,M
D524,savanes,oti,mango,Adidogomé,Casier judiciaire,Judiciaire,100,17,0.11,2023-09-22,Voyage,Rejetée,En ligne,23,F
D525,savanes,tone,dapaong,Hôpital,Certificat de nationalité,Identité,66,5,0.12,2023-03-28,Perte,Traitee,En ligne,31,F
D526,plateaux,ogou,atakpame,Hedzranawoé,Certificat de nationalité,Identité,177,16,0.12,2023-07-22,Première demande,Traitee,Guichet,33,F
D527,kara,binah,pagouda,Amoutivé,Casier judiciaire,Judiciaire,51,21,0.06,2023-07-18,Emploi,En cours,En ligne,74,F
D528,maritime,golfe,tokoin,Hôpital,Certificat de nationalité,Identité,125,37,0.03,2023-10-14,Première demande,Rejetée,Guichet,33,M
D529,maritime,golfe,tokoin,Hôpital,Casier judiciaire,Judiciaire,194,3,0.11,2023-02-21,Emploi,Rejetée,Guichet,36,F
D530,savanes,tone,dapaong,Kodjoviakopé,Passeport,Voyage,130,32,0.02,2023-09-14,Perte,Rejetée,En ligne,28,M
D531,centrale,tchaoudjo,sokode,Kodjoviakopé,Certificat de nationalité,Identité,162,39,0.11,2023-01-31,Perte,Traitee,Guichet,62,M
D532,maritime,lacs,aneho,Kodjoviakopé,Passeport,Voyage,95,35,0.02,2023-04-07,Voyage,Traitee,En ligne,51,M
D533,kara,binah,pagouda,Hedzranawoé,Livre de famille,Civil,122,19,0.14,2023-05-04,Détérioration,En cours,En ligne,82,M
D534,kara,binah,pagouda,Kwé,Passeport,Voyage,138,43,0.11,2023-03-10,Page pleine,Traitee,En ligne,32,M
D535,maritime,lacs,aneho,Kodjoviakopé,Certificat de nationalité,Identité,73,34,0.09,2023-02-27,Concours,Traitee,Guichet,65,M
D536,savanes,tone,dapaong,Amoutivé,Acte de naissance,Civil,21,36,0.04,2023-03-18,Reconstitution,Rejetée,En ligne,90,F
D537,kara,binah,pagouda,Agoè,Carte d'identité,Identité,191,1,0.09,2023-09-22,Perte,En cours,En ligne,22,F
D538,maritime,lacs,aneho,Kodjoviakopé,Casier judiciaire,Judiciaire,182,17,0.09,2023-11-13,Voyage,Traitee,Guichet,49,F
D539,kara,binah,pagouda,Tokoin,Acte de naissance,Civil,72,5,0.1,2023-10-23,Perte,Traitee,En ligne,48,M
D540,kara,binah,pagouda,Amoutivé,Livre de famille,Civil,80,25,0.07,2023-07-19,Perte,En cours,Guichet,67,M
D541,plateaux,kloto,kpalime,Bè,Carte d'identité,Identité,187,32,0.04,2023-07-23,Vol,En cours,Guichet,90,M
D542,centrale,sotouboua,sotouboua,Hôpital,Passeport,Voyage,106,45,0.09,2023-10-16,Page pleine,Rejetée,Guichet,59,F
D543,centrale,tchaoudjo,sokode,Golfe,Passeport,Voyage,38,43,0.1,2023-11-14,Expiration,Rejetée,Guichet,90,F
D544,centrale,tchaoudjo,sokode,Kodjoviakopé,Certificat de nationalité,Identité,104,10,0.09,2023-09-03,Concours,Traitee,Guichet,47,M
D545,plateaux,haho,notse,Hôpital,Casier judiciaire,Judiciaire,35,38,0.02,2023-04-15,Emploi,En cours,En ligne,87,F
D546,plateaux,haho,notse,Amoutivé,Passeport,Voyage,59,44,0.14,2023-10-29,Expiration,Traitee,Guichet,72,F
D547,plateaux,ogou,atakpame,Kwé,Livre de famille,Civil,133,16,0.02,2023-06-24,Nouveau mariage,Rejetée,Guichet,58,M
D548,maritime,vo,vogan,Golfe,Passeport,Voyage,155,3,0.15,2023-12-31,Voyage,Traitee,En ligne,86,M
D549,centrale,tchaoudjo,sokode,Bè,Acte de naissance,Civil,73,42,0.05,2023-03-03,Reconstitution,Rejetée,Guichet,58,F
D550,plateaux,ogou,atakpame,Amoutivé,Acte de naissance,Civil,157,12,0.04,2023-01-07,Detérioré,Rejetée,Guichet,61,M
D551,maritime,vo,vogan,Bè,Livre de famille,Civil,56,19,0.06,2023-11-13,Détérioration,Rejetée,Guichet,48,F
D552,kara,kozah,kara,Hôpital,Carte d'identité,Identité,151,28,0.11,2023-04-18,Première demande,En cours,En ligne,71,M
D553,maritime,lacs,aneho,Kwé,Livre de famille,Civil,13,26,0.09,2023-12-19,Nouveau mariage,Rejetée,En ligne,22,F
D554,kara,binah,pagouda,Nyékonakpoé,Acte de naissance,Civil,195,45,0.12,2023-09-21,Reconstitution,Rejetée,Guichet,41,M
D555,savanes,oti,mango,Nyékonakpoé,Livre de famille,Civil,168,26,0.09,2023-05-26,Perte,Traitee,Guichet,64,M
D556,savanes,tone,dapaong,Tokoin,Acte de naissance,Civil,169,13,0.01,2023-06-13,Perte,Rejetée,En ligne,71,F
D557,centrale,tchaoudjo,sokode,Nyékonakpoé,Livre de famille,Civil,195,37,0.08,2023-09-07,Perte,En cours,Guichet,24,F
D558,plateaux,haho,notse,Kwé,Carte d'identité,Identité,148,28,0.11,2023-10-26,Expiration,Rejetée,En ligne,27,M
D559,savanes,oti,mango,Kwé,Certificat de nationalité,Identité,109,21,0.02,2023-08-27,Concours,Rejetée,En ligne,61,M
D560,centrale,tchaoudjo,sokode,Adidogomé,Carte d'identité,Identité,94,45,0.12,2023-03-08,Perte,Rejetée,Guichet,54,F
D561,centrale,tchaoudjo,sokode,Hôpital,Casier judiciaire,Judiciaire,86,12,0.11,2023-08-22,Emploi,Rejetée,En ligne,73,F
D562,centrale,sotouboua,sotouboua,Golfe,Passeport,Voyage,91,26,0.05,2023-04-03,Voyage,Traitee,En ligne,75,F
D563,plateaux,haho,notse,Adidogomé,Passeport,Voyage,77,45,0.01,2023-06-19,Page pleine,Traitee,Guichet,50,F
D564,savanes,tone,dapaong,Kodjoviakopé,Certificat de nationalité,Identité,30,23,0.01,2023-07-05,Perte,En cours,En ligne,70,M
D565,savanes,tone,dapaong,Nyékonakpoé,Certificat de nationalité,Identité,39,8,0.15,2023-06-17,Concours,En cours,En ligne,47,M
D566,maritime,golfe,lome,Kwé,Passeport,Voyage,182,44,0.0,2023-07-09,Expiration,En cours,En ligne,59,M
D567,kara,binah,pagouda,Kwé,Acte de naissance,Civil,153,2,0.09,2023-06-08,Perte,En cours,En ligne,18,F
D568,kara,binah,pagouda,Hedzranawoé,Acte de naissance,Civil,125,11,0.03,2023-12-19,Erreur,En cours,En ligne,29,M
D569,centrale,tchaoudjo,sokode,Kwé,Passeport,Voyage,115,31,0.05,2023-04-05,Perte,Rejetée,Guichet,48,M
D570,kara,kozah,kara,Amoutivé,Acte de naissance,Civil,62,43,0.14,2023-07-22,Perte,En cours,En ligne,77,M
D571,centrale,sotouboua,sotouboua,Golfe,Acte de naissance,Civil,42,15,0.11,2023-12-30,Perte,Traitee,En ligne,52,M
D572,savanes,oti,mango,Nyékonakpoé,Livre de famille,Civil,74,43,0.03,2023-05-02,Détérioration,Rejetée,Guichet,87,M
D573,kara,kozah,kara,Kodjoviakopé,Livre de famille,Civil,42,23,0.06,2023-03-06,Nouveau mariage,En cours,En ligne,28,F
D574,plateaux,kloto,kpalime,Nyékonakpoé,Carte d'identité,Identité,43,11,0.1,2023-04-13,Détérioration,Traitee,En ligne,20,M
D575,plateaux,kloto,kpalime,Amoutivé,Acte de naissance,Civil,33,18,0.15,2023-08-19,Perte,En cours,Guichet,42,F
D576,savanes,oti,mango,Bè,Certificat de nationalité,Identité,115,43,0.06,2023-02-01,Première demande,Rejetée,En ligne,82,M
D577,savanes,tone,dapaong,Tokoin,Carte d'identité,Identité,57,41,0.02,2023-02-05,Expiration,En cours,En ligne,87,M
D578,plateaux,ogou,atakpame,Amoutivé,Livre de famille,Civil,48,4,0.03,2023-11-27,Détérioration,Traitee,En ligne,20,F
D579,plateaux,ogou,atakpame,Agoè,Acte de naissance,Civil,177,2,0.09,2023-10-23,Reconstitution,Traitee,En ligne,32,M
D580,savanes,tone,dapaong,Tokoin,Passeport,Voyage,46,42,0.07,2023-12-20,Page pleine,Rejetée,Guichet,89,M
D581,kara,kozah,kara,Kodjoviakopé,Livre de famille,Civil,73,3,0.12,2023-05-11,Détérioration,En cours,Guichet,33,M
D582,centrale,sotouboua,sotouboua,Bè,Livre de famille,Civil,79,29,0.09,2023-02-10,Nouveau mariage,Traitee,En ligne,54,F
D583,kara,kozah,kara,Bè,Casier judiciaire,Judiciaire,157,31,0.04,2023-12-21,Emploi,En cours,En ligne,44,F
D584,maritime,zio,tsevie,Bè,Casier judiciaire,Judiciaire,143,19,0.02,2023-02-07,Emploi,Traitee,En ligne,29,F
D585,kara,binah,pagouda,Nyékonakpoé,Livre de famille,Civil,55,23,0.04,2023-07-02,Nouveau mariage,En cours,En ligne,22,M
D586,centrale,sotouboua,sotouboua,Kwé,Casier judiciaire,Judiciaire,157,32,0.15,2023-02-23,Concours,Traitee,En ligne,37,F
D587,centrale,sotouboua,sotouboua,Bè,Livre de famille,Civil,167,7,0.04,2023-06-19,Détérioration,Traitee,Guichet,33,M
D588,plateaux,ogou,atakpame,Tokoin,Carte d'identité,Identité,186,42,0.05,2023-05-12,Expiration,En cours,Guichet,76,M
D589,savanes,tone,dapaong,Kodjoviakopé,Certificat de nationalité,Identité,95,5,0.01,2023-08-23,Concours,Rejetée,En ligne,18,F
D590,kara,kozah,kara,Adidogomé,Passeport,Voyage,145,35,0.13,2023-04-03,Expiration,En cours,Guichet,41,F
D591,maritime,zio,tsevie,Golfe,Passeport,Voyage,169,5,0.11,2023-01-12,Page pleine,En cours,Guichet,62,M
D592,maritime,golfe,be,Amoutivé,Passeport,Voyage,82,42,0.05,2023-03-22,Perte,En cours,En ligne,28,F
D593,kara,binah,pagouda,Adidogomé,Casier judiciaire,Judiciaire,69,15,0.05,2023-04-16,Voyage,Traitee,En ligne,60,M
D594,maritime,vo,vogan,Golfe,Certificat de nationalité,Identité,126,10,0.02,2023-08-13,Première demande,En cours,En ligne,49,M
D595,kara,kozah,kara,Hedzranawoé,Livre de famille,Civil,158,3,0.06,2023-07-01,Perte,En cours,En ligne,22,F
D596,kara,kozah,kara,Bè,Livre de famille,Civil,15,26,0.07,2023-11-22,Nouveau mariage,Traitee,En ligne,84,M
D597,savanes,oti,mango,Amoutivé,Passeport,Voyage,92,38,0.14,2023-07-07,Expiration,Rejetée,Guichet,60,M
D598,maritime,vo,vogan,Nyékonakpoé,Certificat de nationalité,Identité,150,44,0.12,2023-08-09,Perte,Rejetée,Guichet,81,M
D599,savanes,oti,mango,Agoè,Acte de naissance,Civil,189,3,0.11,2023-08-03,Erreur,Rejetée,En ligne,37,M
D600,maritime,golfe,tokoin,Amoutivé,Livre de famille,Civil,134,1,0.08,2023-01-27,Nouveau mariage,Traitee,Guichet,37,M
